,sentence,sector
282,"Therefore, addressing human resource management issues need urgent attention to enhance performance, efficiency and motivation among the civil servants.",3
283,The other key challenge is the implications of growing civil service on recurrent expenditures.,3
284,"Currently, pay and allowance comprise about 45 percent of the total recurrent costs.",3
285,If the present annual growth trend of civil service continues it is likely to put a significant burden on recurrent costs in the coming years that may not be sustainable.,3
286,5.3.3  Sector Key Result Areas,3
287,The key result areas will be based on RCSC's Human Resource Development Master Plan for civil service and Ministry of Labour and Human Resources' HRD Plan for Private Sector.,3
288,5.3.4  Strategies,3
289,"In order to improve performance and efficiency of the civil service, civil services rules and regulation, processes and systems will be reviewed and updated.",3
290,"In terms of human resource development, the focus will be on creating skills and knowledge to achieve the objectives of EDP 2010, with an emphasis on addressing the acute shortage of skilled professionals such as doctors, educationists, engineers, architects and ICT specialists.",3
291,The support to private sector will mainly be in terms of short-term vocational skills and entrepreneurship skills training.,3
292,All definite and firm resources will be earmarked and programmed for critical HR requirements.,3
293,"For individuals accessing international scholarships through open competitions, unlike past practice of adjusting such trainings against HRD master plan slots, can pursue it without requiring necessary adjustments.",3
